Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.3,Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,3,3,0,0,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,11,NA,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,0,11
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,5,NA,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0,5
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,19,2,17,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,17,NA,17,0,17
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,22,1,21,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,21,NA,21,2,19
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,4,NA,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,0,4
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,4,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,18,NA,18,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,0,18
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,18,NA,18,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,2,16
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,2,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
